0:6.123233995736766e-17,0.0,1.0;90,0
9068:-0.6319371041003202,0.7740223821192872,-0.03930456003678771;-2.2525656385410646,129.22932083279912
9069:-0.6619741055305611,0.7484948498059544,-0.03931594359767186;-2.2532183730645383,131.4897705170783
9070:-0.6437084045310656,0.7612231695104329,-0.07860519153695063;-4.5083966055011215,130.21865456408088
9071:-0.6543000033189559,0.7470290175557618,-0.11763992768821141;-6.7559155895407015,131.21413199149512
9072:-0.7191665193958596,0.6937224444860346,-0.03935336575650413;-2.2553641654697745,136.03170212085067
9073:-0.7021373497808536,0.707683507200719,-0.07865872919650381;-4.5114736147398045,134.77460272924284
9074:-0.7120539971142291,0.6921424025953411,-0.11797457235861464;-6.775223769773154,135.8124033600822
9075:-0.6836724518479983,0.7201977642301314,-0.1179286181639825;-6.772572279231031,133.50963842024365
9076:-0.6639109326409997,0.7311660302431997,-0.15690286720821336;-9.027173021318443,132.23997151986507
9077:-0.672160110665854,0.7141629887506937,-0.19537658797395155;-11.266723647788803,133.2645808505408
9078:-0.7006456936139934,0.6862187888427752,-0.19544663174207105;-11.270815750431524,135.59599979016207
9079:-0.6792495155134999,0.6957520764366913,-0.2335575813556649;-13.506612378762995,134.31237774397482
9080:-0.6851078507278006,0.6760799751202663,-0.27118831116497966;-15.734990522842361,135.38000015592698
9081:-0.8205211209691468,0.5702591544197105,-0.03936479193456476;-2.256019344926707,145.20084190676218
9082:-0.8065064112679656,0.5859612068951594,-0.07872021721028977;-4.515007576615286,144.0
9083:-0.8154896548497272,0.5666034394503581,-0.11805577171869658;-6.779908891007778,145.20836894092
9084:-0.7908720553300352,0.600486658354662,-0.11805577171869658;-6.779908891007778,142.79163105907998
9085:-0.7737433893008101,0.613713889799962,-0.15708732915131937;-9.037874618576282,141.57942916566367
9086:-0.7807345320867809,0.593124132669745,-0.19661473406639188;-11.339067321289543,142.77605803342152
9087:-0.8053548098576598,0.5592372274689288,-0.1966147340663919;-11.339067321289544,145.22394196657848
9088:-0.7862020426031112,0.5712092195558429,-0.23581004156121166;-13.639376751097325,144.0
9089:-0.7900916288672671,0.5481480221775332,-0.27438834482668367;-15.92556683349754,145.24794598726697
9090:-0.7548186751445436,0.6258589610599561,-0.19633982915849874;-11.323003316724812,140.33612754426053
9091:-0.7346968914522128,0.6364919371864081,-0.23473067883672338;-13.575747750432619,139.09654606476514
9092:-0.7399414789295706,0.6144030590066324,-0.2738530424202226;-15.893674643503433,140.29579195181984
9093:-0.713081229196033,0.645835675752181,-0.2727846045765753;-15.830034465263328,137.83295182056236
9094:-0.6901441600041921,0.6538026315551269,-0.31023081307906686;-18.07314090454885,136.5489518813119
9095:-0.6935016281531806,0.6315440988853179,-0.34670959449086386;-20.286190753455568,137.6771311363043
9096:-0.7203485916263735,0.6001215804446042,-0.3477815337630373;-20.35168370318069,140.20235875201575
9097:-0.6956414700942967,0.6080200504642808,-0.3826154248308075;-22.495782474712687,138.84516856570863
9098:-0.6965391599900399,0.5834056188526143,-0.41769735753481574;-24.68929717051427,140.05121191629235
9099:-0.7704548123230617,0.5339235406230954,-0.34831743415558947;-20.38443635602276,145.27812333982544
9100:-0.7470925092177625,0.5427944803009417,-0.38370162213044934;-22.56315900255078,144.0
9101:-0.7468632199799329,0.5167831155121931,-0.4184860119080656;-24.73903993683537,145.3191640721715
9102:-0.7222833769665763,0.5506143670437968,-0.41848601190806556;-24.73903993683537,142.68083592782855
9103:-0.6962102799179853,0.5573184739290469,-0.45242387730304284;-26.899304072447322,141.32262020243255
9104:-0.6946279874461757,0.5305190184812709,-0.4858410543440566;-29.06759070499182,142.62938003308608
9105:-0.7192054224344575,0.4966910813118443,-0.4858410543440565;-29.067590704991815,145.37061996691392
9106:-0.6918108590710518,0.5026300104510426,-0.5184214577593778;-31.22642544983877,144.0
9107:-0.6877738574460446,0.47385483905141296,-0.5499351893826648;-33.36256680410303,145.43436423898459
9108:-0.6010135368849296,0.798272003913535,-0.03930058840445547;-2.2523379048134013,126.97584079267095
9109:-0.585618354732096,0.8073376516095392,-0.0725055783679238;-4.157912137524828,125.95599767509698
9110:-0.5971597076962925,0.7943004167199259,-0.11174583438603262;-6.415965069985121,126.936059877275
9111:-0.5693724254290177,0.8152568035744724,-0.10569477464194635;-6.067196965573369,124.93031004226117
9112:-0.5523994378553468,0.8219609005631953,-0.13869080359720273;-7.972095779263501,123.90310377899628
9113:-0.5625814419489,0.8073532901104199,-0.17799659019929726;-10.25308854472745,124.8696278834575
9114:-0.5901298318187892,0.7860631559653486,-0.18398776163463632;-10.602122423531828,126.89705956242737
9115:-0.5717797362187251,0.7911840738076853,-0.21701542480367658;-12.533794762275281,125.85521166108713
9116:-0.5799353653258911,0.7735455819419544,-0.25554296058081544;-14.805760488796626,126.8592861136044
9117:-0.5343984737770431,0.8275827035339297,-0.17182881026253696;-9.894166999029236,122.85171455832042
9118:-0.515937860952584,0.8318764780696579,-0.20442516691956986;-11.795850943443584,121.80759080767356
9119:-0.5250235514419617,0.815541293627498,-0.24339816930218833;-14.087190257883732,122.77234523470908
9120:-0.49671824949738314,0.8349789725588302,-0.23681447591069138;-13.698604089157541,120.7478694509749
9121:-0.4768823653900456,0.836848454901655,-0.268826845959825;-15.594469278847267,119.67687381661479
9122:-0.48370120054153787,0.819066638475353,-0.30848499206826957;-17.967952778438825,120.56404731185684
9123:-0.5118048912533634,0.7992852161824493,-0.31495856311792536;-18.35831230610201,122.63258277232434
9124:-0.4896518432955286,0.7996375862512619,-0.34759286962126656;-20.34015476007418,121.48089441318018
9125:-0.49468460330553465,0.7786753530589485,-0.3859427908265259;-22.702282346547044,122.42738367393174
9126:-0.5662952437166539,0.7566139027622247,-0.32687168597296734;-19.079009144232998,126.81338526960059
9127:-0.5446464962659863,0.7575997007629656,-0.3597261284769981;-21.08337759303385,125.71276029143824
9128:-0.5490029845972589,0.7351156800062155,-0.39774446559606735;-23.437249650154,126.75330593161222
9129:-0.5221195392825733,0.7573918976904579,-0.39210802084655233;-23.085730358559566,124.58102407852834
9130:-0.4988816183471644,0.7559601294474276,-0.42384125986168775;-25.077340957938535,123.4220622294806
9131:-0.5020824269603035,0.7319698635605231,-0.4605793692479515;-27.42449946158524,124.44751960908984
9132:-0.5287463147727915,0.7093913465085625,-0.4660378226206115;-27.777408844356994,126.699081045343
9133:-0.5043716638262491,0.7064908930073011,-0.4964673633048677;-29.766556559409935,125.52346130929627
9134:-0.505722440080784,0.679669542749032,-0.5313135856140511;-32.09425154911993,126.65186829451909
9135:-0.455077343587342,0.837789955172469,-0.3016829500744131;-17.55871307983086,118.51027281193095
9136:-0.4339520682509309,0.8371723189801473,-0.3329085622121215;-19.44540877418233,117.40017022890542
9137:-0.4397568612152361,0.8174973847494917,-0.3719031176823676;-21.833035448300983,118.27716778720222
9138:-0.412176901870714,0.835348100978763,-0.3637358268791159;-21.329804022067176,116.2626222969647
9139:-0.389912582780933,0.8322992618823045,-0.3940128379371327;-23.204421505650313,115.10198254839945
9140:-0.39453871196118767,0.8107747892065413,-0.43241582527827926;-25.620972461493018,115.94845146227324
9141:-0.42190603613889005,0.7925046251961568,-0.4403767883441051;-26.127924183766073,118.02951756346958
9142:-0.39845563655314686,0.7876047616487921,-0.47001260103020204;-28.035114498021272,116.8352185222897
9143:-0.40162752359431153,0.7629130499093196,-0.5066152490495729;-30.438635012446444,117.7640884545754
9144:-0.36678563338624987,0.8280638750708799,-0.42400296926324216;-25.08757092378718,113.8906434823526
9145:-0.34350501208314316,0.8225912750420409,-0.4531532863154245;-26.946176235370757,112.66487526531182
9146:-0.34730796321990104,0.7991761338114054,-0.4906064469921879;-29.380449371451117,113.48892244541102
9147:-0.31969841720758785,0.8159236438855759,-0.48172765063202144;-28.798298514840923,111.39643505064141
9148:-0.2955389803415737,0.8080687107035874,-0.5095897073926288;-30.63650422275928,110.08923304675837
9149:-0.2902438167596046,0.791755441534354,-0.5374772996448848;-32.51207226479252,110.13206056675237
9150:-0.3177760024309388,0.7749394807782568,-0.54633983326327;-33.116270780969515,112.29684548094458
9151:-0.2846674074215913,0.7745442685620056,-0.5648412548580509;-34.39126849054651,110.17983917197
9152:-0.27881877393479004,0.7565280126219834,-0.591544974976318;-36.2667211295049,110.23138932276747
9153:-0.3718296704414125,0.7385677604099029,-0.5623703045703344;-34.219879113617544,116.72282880108854
9154:-0.33925505312860516,0.7392943822442338,-0.5816784552558433;-35.56868303650831,114.6499331954986
9155:-0.3332151352941975,0.7204732233995327,-0.6081825449444902;-37.45820483132429,114.82029694133632
9156:-0.3061585513121957,0.7389318878852736,-0.6002054702555808;-36.884614786687116,112.50548914254047
9157:-0.2726862936660182,0.7374834849992022,-0.6178675380695456;-38.16057748485302,110.2919948818977
9158:-0.26630706259805914,0.7178354821003445,-0.643267260979571;-40.035884627853946,110.35415911953848
9159:-0.29346621303132225,0.6996263494530784,-0.6514603233966083;-40.65179469547955,112.75616609581107
9160:-0.2596692432663218,0.6973626903037361,-0.6680248216000894;-41.914802020492644,110.42326546133582
9161:-0.252789245469702,0.6761739095421954,-0.6920162147155814;-43.78992240071285,110.4983778226628
9162:-0.4750077848523229,0.6553296751617383,-0.5872909169926773;-35.96499820875184,125.93602359772153
9163:-0.4438983534251307,0.6579347804452489,-0.6083387843191652;-37.46948294104507,124.00692688702897
9164:-0.43795463080322883,0.6370627327072041,-0.6343081395927667;-39.36868934265302,124.50693522297307
9165:-0.41212106685412125,0.6595773490327875,-0.6285808992467885;-38.945501287567986,121.99821297919478
9166:-0.3798236360284912,0.6602523369789902,-0.6479204094855157;-40.38499254519744,119.91054436674345
9167:-0.3731031760945486,0.6384436553261479,-0.6731892148288973;-42.31368971729448,120.30179462677407
9168:-0.3990502488646144,0.6161046486780626,-0.6790979021896404;-42.77319009448115,122.93108228706498
9169:-0.3659754830304512,0.6158298559948351,-0.6977216739402673;-44.244498189543606,120.72217698910087
9170:-0.35846433123800786,0.5925353313178785,-0.7213911590601175;-46.16945686350457,121.1725547152374
9171:-0.34673284284108347,0.6599499878837087,-0.6665150779897129;-41.798663279989455,117.71710411388928
9172:-0.3134278735133458,0.6586849092419257,-0.6840300859186373;-43.1593765663935,115.44692036591206
9173:-0.3062210232134989,0.6359231871623939,-0.7083998764619462;-45.10487356797984,115.71257112011656
9174:-0.27963664117826564,0.6564506822344163,-0.7006253283349864;-44.47719573531125,113.07316613181182
9175:-0.24551705539537103,0.6532588368282719,-0.7162222194373472;-45.74345422381447,110.59794049698483
9176:-0.23815547613703936,0.630592655711327,-0.7386710172660599;-47.61832935297249,110.69001061026293
9177:-0.2648094758936787,0.6102434111395367,-0.7466451102349076;-48.30059670245819,113.45798615253536
9178:-0.23056064093514508,0.6071900531677198,-0.7603696667975103;-49.49679774210456,110.79264201454386
9179:-0.22276014898921428,0.5831734738433269,-0.7812084327679839;-51.371351910582476,110.90581792053266
9180:-0.3172061587619478,0.567206248594924,-0.7600377124842973;-49.46752265063058,119.21579999929085
9181:-0.28341559570708963,0.5650302555765114,-0.774865414374095;-50.792832171034384,116.63805274133144
9182:-0.27539295413809145,0.54021113323149,-0.7951922109426401;-52.6734142222075,117.01192453010654
9183:-0.2491940709092942,0.5620423729309937,-0.7886765408288441;-52.06200362366324,113.91117626627529
9184:-0.21469631560694008,0.5582614745934644,-0.8014047779053577;-53.26445892667889,111.03575540095758
9185:-0.20648864013641507,0.5329930275807214,-0.820536942522974;-55.13857993099587,111.17703525932961
9186:-0.23275329099379405,0.5113116558553451,-0.827276432710387;-55.819969884882426,114.47542031228734
9187:-0.19807907220298634,0.5070882003660002,-0.8388243190351453;-57.016178062220284,111.33663812632959
9188:-0.18950146475326257,0.4806816588614887,-0.8561742449353025;-58.88970341603537,111.51608738678539
9189:-0.6548937915257127,0.4517484730578561,-0.6058361485673927;-37.28903452580986,145.40192613079142
9190:-0.627989421593239,0.4562610219249765,-0.6304404541580156;-39.0826259254562,144.0
9191:-0.6230697715555611,0.4286268983474325,-0.6542652686691849;-40.86396218761012,145.47484358875724
9192:-0.6001875528246904,0.4601215705088698,-0.6542652686691848;-40.863962187610106,142.52515641124273
9193:-0.5716442451494573,0.46331743678653275,-0.6771704436528992;-42.622925264710794,140.97524681654338
9194:-0.5657409451180102,0.43509606659985134,-0.7004488531265638;-44.46302665160204,142.4370887294397
9195:-0.5886245158093881,0.4035995336244147,-0.7004488531265638;-44.46302665160204,145.5629112705603
9196:-0.5590783886258727,0.4061942258254054,-0.722798454811296;-46.28601201383118,144.0
9197:-0.5517022027360936,0.3767739754593661,-0.7440873946739639;-48.080772819314625,145.66965961359435
9198:-0.5420209938988715,0.4658527452285317,-0.6994243789974154;-44.38084007191566,139.32181045055287
9199:-0.5119870540112496,0.467709107402442,-0.7204980550825192;-46.09561610863562,137.58775559958357
9200:-0.5053980771468299,0.4388686334412295,-0.7429448877256742;-47.982882729855895,139.0301829629349
9201:-0.48120555338390447,0.46889349352976906,-0.7406619384833668;-47.78783313590845,135.74243794462902
9202:-0.4498505132084852,0.46940573057948687,-0.7597978519745899;-49.446380205588014,133.7813382124859
9203:-0.4412553974537708,0.4399057456711684,-0.7821614981213331;-51.45890838699301,135.08775839820746
9204:-0.4654527825797657,0.4098731072156932,-0.7844474126224817;-51.6695995337689,138.63317424905418
9205:-0.4320430879877528,0.4096813893501667,-0.8034301023375489;-53.45891279126079,136.52179209958396
9206:-0.4222689962935644,0.37891092483017375,-0.8234776292125779;-55.43444842388944,138.0976981200804
9207:-0.5117810913534362,0.3477454059895441,-0.7855910177352162;-51.775373261372934,145.8046461461831
9208:-0.479159685138032,0.3481298889584387,-0.805736667002444;-53.68145931912415,144.0
9209:-0.4686735392722267,0.3164258563765541,-0.8247543822268597;-55.56359735411908,145.97466922769573
9210:-0.4457669610801684,0.34795405645996247,-0.8247543822268597;-55.56359735411908,142.02533077230427
9211:-0.4118015914837264,0.34722159660282886,-0.8425298879589094;-57.40824173099864,139.8631861945314
9212:-0.40089990219372357,0.3153546684358007,-0.860134118330862;-59.33164502487488,141.81080895146388
9213:-0.4238049951810805,0.2838285125612916,-0.860134118330862;-59.33164502487488,146.18919104853606
9214:-0.38943290183008433,0.28293956498409323,-0.8765199470284816;-61.225374424594335,143.99999999999997
9215:-0.37747230333407594,0.25016591934649074,-0.8915894083114674;-63.07365571036335,146.4659791583576
9216:-0.4164224082963976,0.46919555387425516,-0.7787476549520128;-51.146054455698284,131.58983064378114
